0000000000000000000000000000000000000000000000000000000000000000000000000011000000110000110100000111001100000111101011010011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111101101110100100111100101001010000101000110111101111110001001010000010110111001101100000011101101010111100110111101000110110011111011001010101011001101011101000100000000000000000000100111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000000000000000000000000000000000000000000000000000000000000000000011010111111011100110110101000101110011100000001011110111100111101011000000000000000000000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 11 0.709756 239
0000000000000000000000000000000000000000000000000000000000000000000000000011000000110000110100000111001100000111101011010011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111101101110100100111100101001010000101000110111101111110001001010000010110111001101100000011101101010111100110111101000110110011111011001010101011001101011101000100000000000000000000100111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000000000000000000011010111111011100110110101000101110011100000001011110111100111101011000000000000000000000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 12 0.777502 265
0000101111011110110010100001101100110001110010101001100000000000000000000011000000110000110100000111001100000111101011010011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111101101110100100111100101001010000101000110111101111110001001010000010110111001101100000011101101010111100110111101000110110011111011001010101011001101011101000100000000000000000000100111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000000000000000000011010111111011100110110101000101110011100000001011110111100111101011000000000000000000000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 13 0.844685 292
0000101111011110110010100001101100110001110010101001100000000000000000000011000000110000110100000111001100000111101011010011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111101101110100100111100101001010000101000110111101111110001001010000010110111001101100000011101101010111100110111101000110110011111011001010101011001101011101000100000000000000000000100111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011100101000101010100111000011011011100011100000001011110111100111101011000000000000000000000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 14 0.907536 296
0000101111011110110010100001101100110001110010101001100000000000000000000011000110111000110111111111000000011010010010110011110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111101101110100100111100101001010000101000110111101111110001001010000010110111001101100000011101101010111100110111101000110110011111011001010101011001101011101000100000000000000000000100111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011100101000101010100111000011011011100011100000001011110111100111101011000000000000000000000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 15 0.97497 304
0000101111011110110010100001101100110001110010101001100000000000000000000011000110111000110111111111000000011010010010110011110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111101101110100100111100101001010000101000110111101111110001001010000010110111001101100000011101101010111100110111101000110110011111011001010101011001101011101000100000000000000000000100111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011100101000101010100111000011011011100110110110000010000011000110110110111011000010110010000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 16 1.04311 309
0000101111011110110010100001101100110001110010101001100000000000000000000011000110111000110111111111000000011010010010110011110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111101101110100100111100101001010000101000110111101111110001001010000010110111001101100000011101101010111100110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011100101000101010100111000011011011100110110110000010000011000110110110111011000010110010000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 17 1.11742 320
0000101111011110110010100001101100110001110010101001100000000000000000000011000110111000110111111111000000011010010010110011110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111101101110100100111100101001010000101000110111101111110001001010000010110111001101100000011101101010111100110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111001010011001110110110001110000111001001000010000011000110110110111011000010110010000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 18 1.19721 321
0000101111011110110010100001101100110001110010101001100000000000000000000011000110111000110111111111000000011010010010110011110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111101101110100100111100101001010000101000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111001010011001110110110001110000111001001000010000011000110110110111011000010110010000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 20 1.26004 326
0000101111011110110010100001101100110001110010101001100000000000000000000011000110111000110111111111000000011010010010110011110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111101101110100100111100101001010000101000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111001010011001110110111011001100101000010101111010011010110110110011011000010110010000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 22 1.32873 331
0000101111011110110010100001101100110001110010101001100000000000000000000011000110111000110111111111000000011010010010110011110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000101110110011000101100000100001010001010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111101101110100100111100101001010000101000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111001010011001110110111011001100101000010101111010011010110110110011011000010110010000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 23 1.41119 350
0000101111011110110010100001101100110001110010101001100000000000000000000011000110111000110111111111000000011010010010110011110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101101111110101101001100010010111111000011111110011000101100000100001010001010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111101101110100100111100101001010000101000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111001010011001110110111011001100101000010101111010011010110110110011011000010110010000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 25 1.46774 372
0000101111011110110010100001101100110001110010101001100000000000000000000011000110111000110111111111000000011010010010110011110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101101111110101101001100010010111111000011111110011000101100000100001010001010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101101101010110011100110000100001111010000001000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111001010011001110110111011001100101000010101111010011010110110110011011000010110010000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 26 1.53069 373
0000101111011110110010100001101100110001110010101001100000000000000000000011000110111000110111111111000000011010010010110011110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110111111010100110010010110101010101001110000000011111000011111110011000101100000100001010001010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101101101010110011100110000100001111010000001000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111001010011001110110111011001100101000010101111010011010110110110011011000010110010000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 27 1.61357 379
0000101111011110110010100001101100110001110010101001100000000000000000000011000110111000110111111111000000011010000101001000000010000110001100110010111010011111111000000000000000000000000000000000000000000000000000000000000110111111010100110010010110101010101001110000000011111000011111110011000101100000100001010001010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101101101010110011100110000100001111010000001000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111001010011001110110111011001100101000010101111010011010110110110011011000010110010000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 28 1.67478 393
0000101111011110110010100001101100110001110010101001100000000000000000000011000110111000110111111111000000011010000101001000000010000110001100110010111010011111111000000000000111011100111001000111000001010010000010000011111110111111010100110010010110101010101001110000000011111000011111110011000101100000100001010001010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101101101010110011100110000100001111010000001000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111001010011001110110111011001100101000010101111010011010110110110011011000010110010000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 29 1.74527 415
0000101111011110110010100001101100110001110010101001100000000000000000000011000110111000011010111010011110000011111100111011011001000011011100110010111010011111111000000000000111011100111001000111000001010010000010000011111110111111010100110010010110101010101001110000000011111000011111110011000101100000100001010001010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101101101010110011100110000100001111010000001000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111001010011001110110111011001100101000010101111010011010110110110011011000010110010000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 30 1.81143 423
0000101111011110110010100001101100110001110010101001100000000000000000000011000110111000011010111010011110000011111100111011011001000011011100110010111010011111111000000000000111011100111001000111000001010010000010000011111110111111010100110010010110101010101001110000000011111000011111110011000101100000100001010001010110111111111011000010000011010100010011000111101000000000000000000000000000000000000000000001101101101010110011100110000100001111010000001000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111001010011001110110111011001100101000010101111010011010110110110011011000010110010000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 31 1.88027 448
0000101111011110110010100001101100110001110010101001100000000000000000000011000110111000011010111010011110000011111100111011011001000011011100110010111010011111111000000000000111011100111001000111000001010010000010000011111110111111010100110010010110101010101001110000000011111000011111110011000101100000100001010001010110111111111011000010000011010100010011000111101000000000000000000000000000000000000000000001101101101010110011100110000100001111010000001000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111011010110001101000111101111000111011011011111110001010110110110011011000010110010000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 33 1.94349 452
0000101111011110110010100001001000010110100101000100100111101100001011010011000110111000011010111010011110000011111100111011011001000011011100110010111010011111111000000000000111011100111001000111000001010010000010000011111110111111010100110010010110101010101001110000000011111000011111110011000101100000100001010001010110111111111011000010000011010100010011000111101000000000000000000000000000000000000000000001101101101010110011100110000100001111010000001000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110110011101000011000101100110111100001110000000101111011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111011010110001101000111101111000111011011011111110001010110110110011011000010110010000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 34 2.00927 458
0000101111011110110010100001001000010110100101000100100111101100001011010011000110111000011010111010011110000011111100111011011001000011011100110010111010011111111000000000000111011100111001000111000001010010000010000011111110111111010100110010010110101010101001110000000011111000011111110011000101100000100001010001010110111111111011000010000011010100010011000111101000000000000000000000000000000000000000000001101101101010110011100110000100001111010000001000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110001000110000000001011110111111010110110011011111101011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111011010110001101000111101111000111011011011111110001010110110110011011000010110010000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 35 2.0782 461
0000101111011110110010100001001000010110100101000100100111101100001011010011000110111000011010111010011110000011111100111011011001000011011100110010111010011111111000000000000111011100111001000111000001010010000010000011111110111111010100110010010110101010101001110000000011111000011111110011000101100000100001010001010110111111111011000000110000011111111001111011100110110110111101111100000000000000000000000001101101101010110011100110000100001111010000001000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110001000110000000001011110111111010110110011011111101011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111011010110001101000111101111000111011011011111110001010110110110011011000010110010000000000000000000000000000000000000000000000000000010010001000110110010001010111101010111000110111010000000000000 36 2.14502 480
0000101111011110110010100001001000010110100101000100100111101100001011010011000110111000011010111010011110000011111100111011011001000011011100110010111010011111111000000000000111011100111001000111000001010010000010000011111110111111010100110010010110101010101001110000000011111000011111110011000101100000100001010001010110111111111011000000110000011111111001111011100110110110111101111100000000000000000000000001101101101010110011100110000100001111010000001000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110001000110000000001011110111111010110110011011111101011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111011010110001101000111101111000111011011011111110001010110110110011011000010110010000000000000000011000100010001010000011110110000011010011001001010110010001010111101010111000110111010000000000000 38 2.21507 495
0000101111011110110010100001001000010110101000100001010111001010111111010110010010101100001010111010011110000011111100111011011001000011011100110010111010011111111000000000000111011100111001000111000001010010000010000011111110111111010100110010010110101010101001110000000011111000011111110011000101100000100001010001010110111111111011000000110000011111111001111011100110110110111101111100000000000000000000000001101101101010110011100110000100001111010000001000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110001000110000000001011110111111010110110011011111101011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111011010110001101000111101111000111011011011111110001010110110110011011000010110010000000000000000011000100010001010000011110110000011010011001001010110010001010111101010111000110111010000000000000 40 2.27743 496
0000100000110100001100101100110001011110100011110110100111001010111111010110010010101100001010111010011110000011111100111011011001000011011100110010111010011111111000000000000111011100111001000111000001010010000010000011111110111111010100110010010110101010101001110000000011111000011111110011000101100000100001010001010110111111111011000000110000011111111001111011100110110110111101111100000000000000000000000001101101101010110011100110000100001111010000001000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110001000110000000001011110111111010110110011011111101011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111011010110001101000111101111000111011011011111110001010110110110011011000010110010000000000000000011000100010001010000011110110000011010011001001010110010001010111101010111000110111010000000000000 42 2.34332 497
0000100000110100001100101100110001011110100011110110100111001010111111010110010010101100001010111010011110000011111100111011011001000011011100110010111010011111111000000000000111011100111001000111000001010010000010000011111110111111010100110010010110101010101001110000000011111000011111110011000101100000100001010001010110111111111011000000110000011111111001111011100110110110111101111100000000000000000000000001101101101010110011100110000100001111010000001000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110001000110000000001011110111111010110110011011111101011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111011010110001101000111101111000111011011011111110001010110110110011011000010100011000100110011000011000100110100011011100111101000011010011001001010110010001010111101010111000110111010000000000000 44 2.41328 506
0000100000110100001100101100110001011110100011110110100111001010111111010110010010101100001010111010011110000011111100111011011001000011011100110010111010011111111000000000000111011100111001000111000001010010000010000011111110111111010100110010010110101010101001110000000011111000011111110011000101100000100001010001010110111111111011000000110000011111111001111011110100001010000101011110100101010011000110101110101101101010110011100110000100001111010000001000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110001000110000000001011110111111010110110011011111101011011000001011010000111000110110110001001000000000000000111010100110110011110000111111100101100011010000011110100011011110111011010110001101000111101111000111011011011111110001010110110110011011000010100011000100110011000011000100110100011011100111101000011010011001001010110010001010111101010111000110111010000000000000 46 2.48011 512
0000100000110100001100101100110001011110100011110110100111001010111111010110010010101100001010111010011110000011111100111011011001000011011100110010111010011111111000000000000111011100111001000111000001010010000010000011111110111111010100110010010110101010101001110000000011111000011111110011000101100000100001010001010110111111111011000000110000011111111001111011110100001010000101011110100101010011000110101110101101101010110011100110000100001111010000001000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110001000110000000001011110111111010110110011011111011111111101000011101010001011111011011100001011100000000000111010100110110011110000111111100101100011010000011110100011011110111011010110001101000111101111000111011011011111110001010110110110011011000010100011000100110011000011000100110100011011100111101000011010011001001010110010001010111101010111000110111010000000000000 52 2.5476 521
0000100000110100001100101100110001011110100011110110100110001011111101111100100011011101101010101000011111000011111100111011011001000011011100110010111010011111111000000000000111011100111001000111000001010010000010000011111110111111010100110010010110101010101001110000000011111000011111110011000101100000100001010001010110111111111011000000110000011111111001111011110100001010000101011110100101010011000110101110101101101010110011100110000100001111010000001000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110001000110000000001011110111111010110110011011111011111111101000011101010001011111011011100001011100000000000111010100110110011110000111111100101100011010000011110100011011110111011010110001101000111101111000111011011011111110001010110110110011011000010100011000100110011000011000100110100011011100111101000011010011001001010110010001010111101010111000110111010000000000000 57 2.61598 523
0000100000110100001100101100110001011110100011110110100110001011111101111100100011011101101010101000011111000011111100111011011001000011011100110010111010011111111000000000000111011100111001000111000001010010000010000011111110111111010101011101110110110100111111111010000110110101000000110011000101100000100001010001010110111111111011000000110000011111111001111011110100001010000101011110100101010011000110101110101101101010110011100110000100001111010000001000110111101111110011100110111001110110100101000111001110100111110010110111101000110110011111011010111100011110001010100110110101010110010101100010111001101011111011011110001000110000000001011110111111010110110011011111011111111101000011101010001011111011011100001011100000000000111010100110110011110000111111100101100011010000011110100011011110111011010110001101000111101111000111011011011111110001010110110110011011000010100011000100110011000011000100110100011011100111101000011010011001001010110010001010111101010111000110111010000000000000 61 2.68075 527
